government,department_name,vote_number,is_vote_primary,intro,website_url
Free State,Health,5,True,"## Vision

Increasing life expectancy through health system effectiveness, driving system change and ensuring sustainable quality services.



## Mission

By creating a value driven institution that inculcates operational efficiency and accountability in delivering desired outcomes effectively.



## Core functions

The Free State Department of Health provides comprehensive health care services, which include the prevention of disease, health promotion, curative and rehabilitative services to the community. The Department delivers an integrated comprehensive level I to IV health care service to the Free State population as well as persons visiting the province. In terms of co-operative agreement, certain level II, III and IV services are also delivered to Northern Cape residents and Lesotho citizens.

The services of the Department are geared at achieving Outcome 2, “Long and healthy life for all South Africans”, which constitutes the Negotiated Service Delivery Agreement (NSDA) for the health sector: For the health sector to achieve this outcome, key interventions to improve life expectancy will include, addressing the social determinants of health; promoting health; as well as reducing the burden of disease from both Communicable Diseases and Non-Communicable Diseases",
Free State,Education,6,True,"## Vision

To be a Department that strives for quality, universal education that is internationally competitive.



## Mission

To provide all children of the Free State province with quality education in a conductive school environment with qualified professional teachers, learning and teaching material of high quality and parents who are highly involved in school affairs.



## Core functions

The core function and responsibilities for 2017/18 is to ensure the effective delivery of quality education programmes for the Free State Province by:

* Managing and oversee Curriculum Management, Educational Development and the implementation thereof through District Management

* Manage and oversee the provisioning of Corporate Services for the Department

* Manage and oversee the provisioning of Internal Audit Services

* Ensure and oversee the provisioning of effective Communication Services
",
Free State,Social Development,7,True,"## Vision

A caring and self-reliant society



## Mission

To transform our society by building conscious and capable citizens through the provision of integrated social development services



## Core functions

To render developmental social welfare services to vulnerable people and groups in collaboration with partners to reduce their vulnerabilities and promote community empowerment as well as to instil good governance through sound business management practises in support of effective and efficient service delivery",
Free State,Cooperative Governance and Traditional Affairs,8,True,"## Vision

Integrated, responsive and developmental local governance



## Mission

The Department strives to strengthen inter-sectoral cooperation and support municipalities and Traditional Leaders towards effective service delivery through:

* Integrated and sustainable planning and development

* Partnerships

* Research

* Monitoring and evaluation

* Accountability



## Core functions

The Department’s inherent values, as informed by Batho Pele principles, are:

* Results-driven

* Professionalism and Integrity

* Responsiveness

* Accountable and Transparent

* Value for money

* Collaborative Leadership",
Free State,Public Works and Infrastructure,9,True,"## Vision

A prosperous Free State through facilitation of sustainable built infrastructure.



## Mission

Coordination, provision, promotion of built infrastructure and sound management of assets.



## Core functions

* Public Works and Infrastructure, maintenance and construction as well as property management including the provision of office accommodation, payment of municipal services and provisioning of security services;

* Coordination and monitoring of the implementation of Expanded Public Works Programmes",
Free State,"Police, Roads and Transport",10,True,"## Vision

Contribute towards the creation of a prosperous Free State through the facilitation of the provision of sustainable community safety, mobility and road infrastructure.



## Mission

To realise the aforesaid vision, we will:

* Monitor ,oversee and assess police service delivery in the Free State

* Promote integrated crime prevention initiatives

* Ensure road safety and an integrated transport system and networks



## Core functions

Core function and responsibilities

* Monitor police conduct and the implementation of visible policing

* Oversee the effectiveness and efficiency of SAPS including receipt of reports on it;

* Initiate, assist and co-ordinate social crime prevention activities and mobilisation of resources;

* Ensure that community policing structures mobilise communities to support and participate in crime prevention activities;

* Enhance the deterrent effect of the criminal justice system by facilitating efficiency of the system;

* Public education and awareness programmes about crime and its prevention;

* Transport and traffic management;

* Revenue collection including vehicle licenses;

* Maintenance and construction of the provincial road network; and

* Security management for department buildings",
Free State,Agriculture and Rural Development,11,True,"## Vision

The vision of the Free State Department of Agriculture and Rural Development is “A dynamic and prosperous agricultural sector and a better life for rural communities”



## Mission

The mission of the Department is “To empower the agricultural sector through the provisioning and facilitation of efficient agricultural development support and investment solutions in order to ensure rural development, constant economic growth and sustainable livelihoods”



## Core functions

The core values of the Department are informed by the letter and spirit of the Constitution of the Republic of South Africa (Act No. 108 of 1996). These are the guiding principles that will define how the Department would conduct itself in performance of its business:

* Commitment to Good Governance;

* Equitable use of scarce resources;

* Transparency and Accountability to stakeholders;

* Dedication, Integrity, and Professionalism",
Free State,"Sport, Arts, Culture and Recreation",12,True,"## Vision

Championing social transformation.



## Mission

Creation of an enabling environment for social cohesion and nation building by:

* Establishing structures of civil society to improve levels of governance and administration within Sport, Arts, Culture and Recreation;

* Implementing inclusive programmes that enhance and retain Free State talent and capacity within Sport, Arts, Culture and Recreation as well as ensuring developmental pathways towards healthy lifestyles and excellence;

* Promoting intra and inter participation and cooperation within all spheres of government;

* Promoting Sport, Arts, Culture and Recreation tourism within and into the Free State province.



## Core functions

Strategic Goal of the whole Department:

The promotion, development and transformation of Sport, Arts, Culture and Recreation in order to contribute to:

* sustainable economic growth and opportunities,

* nation building,

* good governance and

* Social and human capital development.

Programmes of the Department:

* Administration

* Cultural Affairs

* Library and Archives Services

* Sport and Recreation
",
Free State,Human Settlements,13,True,"## Vision

Integrated and Sustainable Human Settlements



## Mission

The department will develop cohesive, sustainable and integrated human settlements in the Free State through



## Core functions

Sound administration and engagement of all spheres of government and social partners

* Functional settlements that are spatially, socially and economically integrated

* Provision of affordable housing

* Increased access to basic services

* Acceleration of land tenure rights",
Eastern Cape,Office of the Premier,1,True,"## Vision

Leading development with excellence and intergrity.



## Mission

Lead and coordinate the provincial administration in inclusove, transparent, and accountable governance and evidence-based decision-making for intergrated policy for,ation, planning, montoring, reporting, evaluation and review of governmentnprogrammes towards the achievement of efficient an deffective service delivery and supports intergrated socio-econimoc transformation alignedto cinstitutional and legislated prescripts.



## Core functions

The Office of the Premier (OTP) has the responsibility to provide support service to the Executive Authority through:

* Leading the provincial development for a shared vision institutionalisong evidence-based decision-making and intergrated planning over medium term

* Leading socio- economic tranformation by accelerating implementation of government programmes and stakeholder participatory programmes in th current term",
Eastern Cape,Provincial Legislature,2,True,"## Vision

 A people's assembly for good governance to achieve service excellence.



## Mission

* To conduct oversight that will ensure accountability of the provincial government to the people of the Province;

* To pass laws that will ensure that citizen's rights are upheld;

* To conduct public outreach and education programmes that will ensure meaningful participation of the public government programs;and

* To foster relations withlocal and international bodies that will ensurre sharing of knowledgfe and best practises;



## Core fubctions

The core mandate of the Eastern Cape Provincial legislature (ECPL) is facilitating law making; ensuring public participaton in the legislative processes; and exercising oversight over Executive and other organs of the state. ECPL is also responsible for furthering cooperative governance between provincial and local legislative institutions.

The oversight function and the opening oof the doors of the Legislature to the public continue to be important areas of the Legislature's activities. Bills brought before the Legislature by departments are scrutinized before they are taled in the HOuse for debate. In this process, the stakeholder's views are taken into account-either by invitingthem to the Legislature or by holding meetings. These inputs are also prepared in respect of national legislation through the National Council of Provinces (NCOP). The Legislature also ensures that departments spend voted funds in the prescribed manner through the oversight function provided by portfolio comittees.",
Eastern Cape,Health,3,True,"## Vision

A qualtiy health service to the people of the Eastern Cape Province promoting a better life for all



## Mission

To provide and ensure accessible comprhensive intergrated services in the Eastern Cape, emphasising the primary health care apporach, optimally utilising all resources to enable all its present and future generations to enjoy health and quality of life.




## Core functions

The core functions and responsibilities of the department are aligned to the national and provincial priorities including overhauling the provincial healthcare system by implementing and sustaining an evidence and results-based provincial health system which is aligned to the National Health System (NHS) 10-point plan, national and provincial legislative requirements and disease profiles; building the required capacity to oversee and manage health services in the province through:

* Improving quality and continuum of primary healthcare (including community-based and hospital services) by implementing a resourced package of services and improving clinical governance systems and processes;and

* Reducing morbidity andmortality due to communicable diseases and non-communicable illnesses and conditions by implementing high impact strategies to address prevention,detection,management and support at all levels of care.",
Eastern Cape,Social Development,4,True,"## Vision

A caring society for the protection and development of the poor and vulnerable towards a sustainable society.



## Mission

To transform our society by building consciuos and capable citizens through the provision of intergrated social development services with families at the core of social change.



## Core functions

To provide community developent and services to individuals, families ,groips and comunitis by:

* Partnering with the relevent stakeholders, community nutritional development cantres implemented in poverty pockets of the province where households have no access to sufficient food.

* Provision of child care and protection services for children through funding of Early Childhood Development (ECD) facilities throughput thr province

* Provision,through home and community- based cared (HCBC) centres, of psycho-socialsupport services to people who are affected and infected by HIV and AIDS

* Provision of psych-social support to children, in and out of school youth, adults and famlies suffering undue hardships:

* Mitigating the negative effects of social risks (disability,substance abuse, Crime preventions and support)

* Empowering comunities to participate in their own development, through Sustainable Livelihoods programmes, youth and women entrepreneurship development programmes; institutional capacity building and support; and

* Facilitating, monitoring and evaluating the mainstreaming of gender, disability, children an elderly person's rights in departmental programmes.


",
Eastern Cape,Roads and Public Works,5,True,"## Vision

Leader in the provision of high quality services in frastructure delivery.



## Mission

The custodian of provincial governenment immovable assets and a provider of sustainable infrastructure resulting in socio-economic reforms,sector transformations and development.



## Core functions

The core mandate of the department is to:

* Provide and manage government's roads and buildin infrastructure,including small town revitalisation,provisionof accommodation, leadership to and regulation of the construction and property industries and related profession;

* Regulate and manage the implementation of the Government Immovable Manangement Act, 2007(GIAMA);

* Manangeand lead the implementation of the Expanded PUblic Works Programme (EPWP);

* Implement the skills development initiatives such as the Accelerated Professional and Trade Competencies Development (APTCoD) programme,aimed at developing artisan and professional skills withing the province;and

* Promote accessibility and safe, affrordabele movement of people, goods ans services through the delivery and maintenance of transport infrastructure.
",
Eastern Cape,Education,6,True,"## Vision

Provide learners with opportunities to bece productive and responsibel citizens through quality basc education.



## Mission

To implement appropriate and relevent educational programmes thrpugh quality teaching and learning, and at the same time mobilizing comunity and stakeholder support through participation and to institutionalize a culture of accountability at all levels of the department.



## Core functions

The core responsibility of the department is theprovision od quality education and training from Grade-R to Grade 12, the manageing of teacher supply ,demand and utilisation and the provisioning of hight quality school infrastructure in the Eastern Cape.",
Eastern Cape,Cooperative Governance and Traditional Affairs,7,True,"## Vision

An integrated,capable,responsive and accountable local government and traditional institution system focusing on the needs of thhe community.



## Mission

To promote a developmental local state and traditional institutions that are accountable,focused on citizen's priorities, capable of delivering high quality services consistently and sustainably through cooperative governance and participatory democracy.




## Core functions

* Facilitate the transformatio nof the developmental local government in line with all relevant developmental leslations

* Fcailitate transformation i the institutions of traditional leadership and democratic structures of governance;

* Provide extensive-measurable support to municipalities to improve their administrative,governance and financial capabilities in order to realise their constitutional mandate;

*  Improve the provision of support (technical and administrative) to municipalities in order to fast-track the delivery of basic services and access improvement thereof;

* Strengthen interventions that are supportive of the human settlement outcomes;

* Proote and support the implementation of the Community Work Programme (CWP);

* Promote the deepening of democracy ( Operartion Masiphathisane) at municipal level through Community Development Work (CDW) prigramme;

* Integrate municipal interventions support through a single window of coordination that enables comunities to experience cohesion,predictability,excellence in service delivery and control over the environment they find themselves in;

* Facilitate the oprationalized implementation of the Back of Basic (B2B) Service Delivery Model by all municipalities;

* Provide administrative and infrastructural developmental support to traditional ;eadership instituions in order to meet their legislative and service delivery requirements oftheir communities;and

* Promote and support the participation of traditional programmes.",
Eastern Cape,Rural Development and Agrarian Reform,8,True,"## Vision

Vibrant,equitable,sustainable rural communities and food security for all.



## Mission

Promote ,support and coordinate Rural Development and Argrarian Reform interventions to reduce poverty and underdevelopment through job creation,integrated food security programmes, and equitable participation in development by all rural communities.



## Core functions

The core functions of the department are derived from its support and promotion of Agriculture and Ruaral Development in the provice. These functions include the following:

* Facilitation and coordination of Rural Development interventons in order to improve rural livelihoods;

* Facilitation, planning and promotion of the Rural Development Strategy in order to ensure that the vision, missionand the pillars of the strategy are achieved;

* Agrarian Transformation and Food Security,supported by effective training,skills development and extention services;

* Provide and support the development of infrastructure toachieve sustainable agriculture;

* Invest in High Impact Projects which add value in agriculture as a business;and

* ensure that agricultural production is supported by the latest techology and research.
",
Eastern Cape,"Economic Development, Environmental Affairs and Tourism",9,True,"## Vision

Sustainable development underpinned by ecpnomic groowth and sound environmental management.



## Mission

To lead economic development and environmental management in the Easter Cape.



## Core functions

The core functions of the department are summarised as follows:

* To drive economic growth and development in the Eastern Cape;

* To develop and promote the provincial tourism sector;

* To provide consumer protection services,gambling and betting regulations, trade inspection and regulate the liquor industry;and 

* To develop regulatory frameworks and monitor the implementation of policies for the protection of biodiversity and environment in the province.

",
Eastern Cape,Transport,10,True,"## Vision

An efficient, safe,sustainable, affordable and accessible transport system.



## Mission

Provide, facilitate, develop, regulate and enhance safe, affordable and reliable multi-modal transport systems which is intergrated with land uses to ensure improving levels of accessibility and optimal mobility of people and goods in support of socio-economic growth and development in the province of the Eastern Cape.



## Core functions

* To plan, regulate and facilitate the rpovision of affordable public transport services in the province;

* To regulate the registration and licensing of all privately and government owned vehicles in the province;

* To regulate and enforce road traffic in the province; and

* To provide fleet services to provincial departments.",
Eastern Cape,Human Settlements,11,True,"## Vision

A department at the centre of creating intergrated sustainable human setttlements in the Eastern Cape.



## Mission

Facilitate and co-ordinate provision of quality, intergreated and sustainable human settlements that offer our communities a better living environment.



## Core functions

* Rural settlement development

* Informal settlement development and upgrading

* Provision of rental and social housing

* Provision of title deeds to beneficiaries; and

* Installation od services that includes other amenities",
Eastern Cape,Provincial Treasury,12,True,"## Vision

A prosperous province supported by sound financial and resource management.



## Mission

To provide strategic and technical leadership in the allocation management and utilisation of financial resources in order to improve the quality of life in the province.



## Core functions

The oversightroleof the department requires it to ensure the stability and soundness of the financial system and financial services, coordinate intergovernmental financial and fiscla relations, manage the budget preparation process and enforce transparency and effective management in respect of revenue and expenditure,assets amd liabilites, public entities and constitutional institutions",
Eastern Cape,"Sport, Recreation, Arts and Culture",14,True,"## Vision

A united, active and winning province through sport, recreation, arts and culture.

## Mission

To develop and promote sport,recreation, arts and culture for spiritual,interlectual,physical and material advancement of the Eastern Cape

## Core functions

* Development,promotion and transformation of artists,athletes, cultural and sporting structures

* Conservation and preservation of cultural herittae through the provision of museuam,libraries amd archives services",
Eastern Cape,Safety and Liaison,15,True,"## Vision

A crime free and safe Eastern Cape



## Mission

To build safer communities through civilian oversight of the police and communty participation.



## Core functions

* To monitor poloce conduct

* To oversee the effectoveness and efficiency of the police service,including receiving reports on the polive service;

* To promote good relations between the Police and the community

* To assess the effectiveness of visible policing; and

* To liaise with the Cabinet Minster responsible for policing with respect to crime and policing in the province",
